Store Number,Date,Gross Amount,Net Amount,Store Ticket Net Amount,Warranty Amount,Average Included Bay Time,Store Ticket Count,Store Ticket Average Net,Promotion Amount
,02/06/2018,"$1,363.91","$1,363.91","$1,363.91",$0.00,16.4,18,$75.77,$0.00
,02/07/2018,$441.67,$441.67,$441.67,$0.00,9.8,7,$63.10,$0.00
,02/08/2018,"$2,641.01","$2,641.01","$2,641.01",$0.00,16.1,39,$67.72,$0.00
,02/09/2018,"$2,777.80","$2,777.80","$2,777.80",$0.00,19.4,38,$73.10,$0.00
,02/10/2018,"$1,247.59","$1,247.59","$1,247.59",$0.00,18.4,22,$56.71,$0.00
,02/11/2018,"$2,068.30","$2,068.30","$2,068.30",$0.00,15.3,34,$60.83,$0.00
,02/12/2018,"$1,660.43","$1,660.43","$1,660.43",$0.00,15.0,33,$50.32,$0.00
,02/13/2018,$846.69,$846.69,$846.69,$0.00,13.9,12,$70.56,$0.00
,02/14/2018,"$2,049.53","$2,049.53","$2,049.53",$0.00,15.6,30,$68.32,$0.00
,02/15/2018,"$1,557.34","$1,557.34","$1,557.34",$0.00,15.1,26,$59.90,$0.00
,02/16/2018,"$2,939.82","$2,939.82","$2,939.82",$0.00,15.5,42,$70.00,$0.00
,02/17/2018,"$3,308.24","$3,308.24","$3,308.24",$0.00,17.4,48,$68.92,$0.00
,02/18/2018,"$2,313.90","$2,313.90","$2,313.90",$0.00,17.8,35,$66.11,$0.00
,02/19/2018,"$2,770.10","$2,770.10","$2,770.10",$0.00,14.9,47,$58.94,$0.00
,02/20/2018,"$1,826.42","$1,826.42","$1,826.42",$0.00,17.0,26,$70.25,$0.00
,02/21/2018,$785.42,$785.42,$785.42,$0.00,17.3,12,$65.45,$0.00
,02/22/2018,"$1,445.08","$1,445.08","$1,445.08",$0.00,18.6,17,$85.00,$0.00
,02/23/2018,"$4,334.52","$4,334.52","$4,334.52",$0.00,15.3,57,$76.04,$0.00
,02/24/2018,"$3,748.58","$3,748.58","$3,748.58",$0.00,17.5,57,$65.76,$0.00
,02/25/2018,$961.12,$961.12,$961.12,$0.00,15.5,15,$64.07,$0.00
,02/26/2018,"$2,046.86","$2,046.86","$2,046.86",$0.00,15.5,37,$55.32,$0.00
,02/27/2018,"$2,465.23","$2,465.23","$2,465.23",$0.00,15.7,42,$58.70,$0.00
,02/28/2018,"$2,314.59","$2,314.59","$2,314.59",$0.00,15.8,41,$56.45,$0.00
,03/01/2018,"$2,337.26","$2,337.26","$2,337.26",$0.00,15.2,33,$70.83,$0.00
,03/02/2018,"$4,226.51","$4,226.51","$4,226.51",$0.00,17.7,54,$78.27,$0.00
,03/03/2018,"$4,226.75","$4,226.75","$4,226.75",$0.00,19.5,51,$82.88,$0.00
,03/04/2018,"$2,364.57","$2,364.57","$2,364.57",$0.00,18.8,36,$65.68,$0.00
,03/05/2018,"$1,545.59","$1,545.59","$1,545.59",$0.00,14.5,26,$59.45,$0.00
,03/06/2018,"$1,771.00","$1,771.00","$1,771.00",$0.00,18.2,29,$61.07,$0.00
,03/07/2018,"$1,870.39","$1,870.39","$1,870.39",$0.00,13.1,24,$77.93,$0.00
,03/08/2018,"$1,669.89","$1,669.89","$1,669.89",$0.00,16.0,29,$57.58,$0.00
,03/09/2018,"$3,073.96","$3,073.96","$3,073.96",$0.00,15.9,45,$68.31,$0.00
,03/10/2018,"$3,677.32","$3,677.32","$3,677.32",$0.00,15.2,49,$75.05,$0.00
,03/11/2018,"$1,764.40","$1,764.40","$1,764.40",$0.00,17.6,27,$65.35,$0.00
,03/12/2018,"$3,291.01","$3,291.01","$3,291.01",$0.00,17.1,50,$65.82,$0.00
,03/13/2018,"$1,635.13","$1,635.13","$1,635.13",$0.00,14.2,22,$74.32,$0.00
,03/14/2018,"$2,280.59","$2,280.59","$2,280.59",$0.00,17.5,36,$63.35,$0.00
,03/15/2018,"$3,325.23","$3,325.23","$3,325.23",$0.00,18.8,40,$83.13,$0.00
,03/16/2018,"$2,414.98","$2,414.98","$2,414.98",$0.00,13.7,33,$73.18,$0.00
,03/17/2018,"$2,970.20","$2,970.20","$2,970.20",$0.00,14.7,47,$63.20,$0.00
,03/18/2018,"$2,576.93","$2,576.93","$2,576.93",$0.00,17.6,37,$69.65,$0.00
,03/19/2018,"$2,354.73","$2,354.73","$2,354.73",$0.00,14.4,36,$65.41,$0.00
,03/20/2018,"$1,830.65","$1,830.65","$1,830.65",$0.00,18.3,29,$63.13,$0.00
,03/21/2018,"$2,714.21","$2,714.21","$2,714.21",$0.00,16.1,41,$66.20,$0.00
,03/22/2018,"$2,399.94","$2,399.94","$2,399.94",$0.00,17.8,33,$72.73,$0.00
,03/23/2018,"$3,201.26","$3,201.26","$3,201.26",$0.00,18.2,42,$76.22,$0.00
,03/24/2018,"$3,318.16","$3,318.16","$3,318.16",$0.00,19.1,53,$62.61,$0.00
,03/25/2018,"$2,020.48","$2,020.48","$2,020.48",$0.00,17.8,26,$77.71,$0.00
,03/26/2018,"$2,691.40","$2,691.40","$2,691.40",$0.00,16.4,37,$72.74,$0.00
,03/27/2018,"$1,332.31","$1,332.31","$1,332.31",$0.00,13.8,24,$55.51,$0.00
,03/28/2018,"$2,218.67","$2,218.67","$2,218.67",$0.00,16.5,26,$85.33,$0.00
,03/29/2018,"$1,741.94","$1,741.94","$1,741.94",$0.00,13.2,26,$67.00,$0.00
,03/30/2018,"$2,502.40","$2,502.40","$2,502.40",$0.00,17.9,40,$62.56,$0.00
,03/31/2018,"$2,694.07","$2,694.07","$2,694.07",$0.00,21.4,44,$61.23,$0.00
,04/02/2018,"$1,956.76","$1,956.76","$1,956.76",$0.00,15.9,33,$59.30,$0.00
,04/03/2018,"$2,308.71","$2,308.71","$2,308.71",$0.00,15.4,42,$54.97,$0.00
,04/04/2018,"$2,488.41","$2,488.41","$2,488.41",$0.00,15.3,34,$73.19,$0.00
,04/05/2018,"$1,343.97","$1,343.97","$1,343.97",$0.00,16.8,19,$70.74,$0.00
,04/06/2018,"$2,324.66","$2,324.66","$2,324.66",$0.00,17.3,35,$66.42,$0.00
,04/07/2018,"$2,492.55","$2,492.55","$2,492.55",$0.00,17.0,33,$75.53,$0.00
,04/08/2018,"$1,582.70","$1,582.70","$1,582.70",$0.00,16.8,23,$68.81,$0.00
,04/09/2018,"$1,579.19","$1,579.19","$1,579.19",$0.00,15.5,18,$87.73,$0.00
,04/10/2018,"$1,842.47","$1,842.47","$1,842.47",$0.00,16.3,29,$63.53,$0.00
,04/11/2018,"$2,297.11","$2,297.11","$2,297.11",$0.00,17.9,26,$88.35,$0.00
,04/12/2018,"$2,534.15","$2,534.15","$2,534.15",$0.00,16.7,33,$76.79,$0.00
,04/13/2018,"$1,442.57","$1,442.57","$1,442.57",$0.00,13.4,22,$65.57,$0.00
,04/14/2018,"$2,828.90","$2,828.90","$2,828.90",$0.00,16.8,43,$65.79,$0.00
,04/15/2018,"$2,462.79","$2,462.79","$2,462.79",$0.00,20.1,31,$79.44,$0.00
,04/16/2018,"$2,324.52","$2,324.52","$2,324.52",$0.00,16.1,38,$61.17,$0.00
,04/17/2018,"$1,979.13","$1,979.13","$1,979.13",$0.00,18.0,33,$59.97,$0.00
,04/18/2018,"$1,955.05","$1,955.05","$1,955.05",$0.00,16.3,33,$59.24,$0.00
,04/19/2018,"$2,348.67","$2,348.67","$2,348.67",$0.00,16.6,36,$65.24,$0.00
,04/20/2018,"$2,202.41","$2,202.41","$2,202.41",$0.00,17.8,33,$66.74,$0.00
,04/21/2018,"$2,424.86","$2,424.86","$2,424.86",$0.00,15.4,36,$67.36,$0.00
,04/22/2018,"$1,805.59","$1,805.59","$1,805.59",$0.00,18.8,25,$72.22,$0.00
,04/23/2018,"$1,861.85","$1,861.85","$1,861.85",$0.00,14.9,31,$60.06,$0.00
,04/24/2018,"$1,665.87","$1,665.87","$1,665.87",$0.00,16.7,34,$49.00,$0.00
,04/25/2018,"$2,430.41","$2,430.41","$2,430.41",$0.00,15.1,33,$73.65,$0.00
,04/26/2018,"$1,626.25","$1,626.25","$1,626.25",$0.00,15.3,25,$65.05,$0.00
,04/27/2018,"$2,341.47","$2,341.47","$2,341.47",$0.00,16.5,40,$58.54,$0.00
,04/28/2018,"$3,236.01","$3,236.01","$3,236.01",$0.00,17.6,51,$63.45,$0.00
,04/29/2018,"$1,870.21","$1,870.21","$1,870.21",$0.00,14.1,28,$66.79,$0.00
,04/30/2018,"$2,250.68","$2,250.68","$2,250.68",$0.00,15.1,40,$56.27,$0.00
,05/01/2018,"$1,262.54","$1,262.54","$1,262.54",$0.00,13.3,21,$60.12,$0.00
,05/02/2018,"$1,893.97","$1,893.97","$1,893.97",$0.00,18.9,27,$70.15,$0.00
,05/03/2018,"$1,190.58","$1,190.58","$1,190.58",$0.00,14.6,17,$70.03,$0.00
,05/04/2018,"$1,797.95","$1,797.95","$1,797.95",$0.00,18.1,27,$66.59,$0.00
,05/05/2018,"$2,241.68","$2,241.68","$2,241.68",$0.00,17.8,33,$67.93,$0.00
,05/06/2018,"$1,684.00","$1,684.00","$1,684.00",$0.00,15.2,27,$62.37,$0.00
,05/07/2018,"$2,425.35","$2,425.35","$2,425.35",$0.00,15.5,41,$59.15,$0.00
,05/08/2018,"$2,087.36","$2,087.36","$2,087.36",$0.00,17.2,30,$69.58,$0.00
,05/09/2018,"$3,045.43","$3,045.43","$3,045.43",$0.00,18.2,35,$87.01,$0.00
,05/10/2018,"$1,381.30","$1,381.30","$1,381.30",$0.00,18.1,27,$51.16,$0.00
,05/11/2018,"$3,493.63","$3,493.63","$3,493.63",$0.00,20.2,41,$85.21,$0.00
,05/12/2018,"$4,428.44","$4,428.44","$4,428.44",$0.00,17.8,45,$98.41,$0.00
,05/13/2018,"$1,140.99","$1,140.99","$1,140.99",$0.00,15.9,22,$51.86,$0.00
,05/14/2018,"$1,843.92","$1,843.92","$1,843.92",$0.00,18.3,24,$76.83,$0.00
,05/15/2018,"$1,211.97","$1,211.97","$1,211.97",$0.00,17.8,26,$46.61,$0.00
,05/16/2018,"$2,538.99","$2,538.99","$2,538.99",$0.00,18.6,27,$94.04,$0.00
,05/17/2018,"$2,391.84","$2,391.84","$2,391.84",$0.00,14.6,35,$68.34,$0.00
,05/18/2018,"$2,752.62","$2,752.62","$2,752.62",$0.00,17.3,36,$76.46,$0.00
,05/19/2018,"$2,499.10","$2,499.10","$2,499.10",$0.00,19.7,39,$64.08,$0.00
,05/20/2018,"$2,115.35","$2,115.35","$2,115.35",$0.00,18.4,33,$64.10,$0.00
,05/21/2018,"$1,414.56","$1,414.56","$1,414.56",$0.00,13.8,30,$47.15,$0.00
,05/22/2018,$958.74,$958.74,$958.74,$0.00,13.3,16,$59.92,$0.00
,05/23/2018,"$1,210.45","$1,210.45","$1,210.45",$0.00,18.5,14,$86.46,$0.00
,05/24/2018,"$2,042.67","$2,042.67","$2,042.67",$0.00,17.6,29,$70.44,$0.00
,05/25/2018,"$2,614.37","$2,614.37","$2,614.37",$0.00,16.6,40,$65.36,$0.00
,05/26/2018,"$3,153.32","$3,153.32","$3,153.32",$0.00,16.8,42,$75.08,$0.00
,05/27/2018,$800.67,$800.67,$800.67,$0.00,16.0,14,$57.19,$0.00
,05/28/2018,"$1,505.27","$1,505.27","$1,505.27",$0.00,17.7,29,$51.91,$0.00
,05/29/2018,"$2,009.81","$2,009.81","$2,009.81",$0.00,18.0,30,$66.99,$0.00
,05/30/2018,"$1,907.92","$1,907.92","$1,907.92",$0.00,17.4,33,$57.82,$0.00
,05/31/2018,"$1,908.80","$1,908.80","$1,908.80",$0.00,18.2,41,$46.56,$0.00
,06/01/2018,"$3,173.60","$3,173.60","$3,173.60",$0.00,16.2,47,$67.52,$0.00
,06/02/2018,"$3,119.75","$3,119.75","$3,119.75",$0.00,16.7,50,$62.40,$0.00
,06/03/2018,"$1,536.92","$1,536.92","$1,536.92",$0.00,16.7,22,$69.86,$0.00
,06/04/2018,"$1,375.95","$1,375.95","$1,375.95",$0.00,16.5,32,$43.00,$0.00
,06/05/2018,"$2,031.81","$2,031.81","$2,031.81",$0.00,18.9,40,$50.80,$0.00
,06/06/2018,"$2,242.64","$2,242.64","$2,242.64",$0.00,16.3,37,$60.61,$0.00
,06/07/2018,"$2,751.50","$2,751.50","$2,751.50",$0.00,18.7,31,$88.76,$0.00
,06/08/2018,"$2,275.51","$2,275.51","$2,275.51",$0.00,16.6,40,$56.89,$0.00
,06/09/2018,"$2,476.20","$2,476.20","$2,476.20",$0.00,20.2,29,$85.39,$0.00
,06/10/2018,"$1,580.07","$1,580.07","$1,580.07",$0.00,15.8,24,$65.84,$0.00
,06/11/2018,"$1,915.25","$1,915.25","$1,915.25",$0.00,14.2,29,$66.04,$0.00
,06/12/2018,"$1,363.91","$1,363.91","$1,363.91",$0.00,14.9,24,$56.83,$0.00
,06/13/2018,"$1,638.72","$1,638.72","$1,638.72",$0.00,16.8,29,$56.51,$0.00
,06/14/2018,"$1,800.27","$1,800.27","$1,800.27",$0.00,18.2,25,$72.01,$0.00
,06/15/2018,"$2,450.53","$2,450.53","$2,450.53",$0.00,15.9,39,$62.83,$0.00
,06/16/2018,"$3,561.12","$3,561.12","$3,561.12",$0.00,16.4,47,$75.77,$0.00
,06/17/2018,$69.47,$69.47,$69.47,$0.00,8.0,2,$34.73,$0.00
,06/18/2018,"$1,393.56","$1,393.56","$1,393.56",$0.00,13.6,19,$73.35,$0.00
,06/19/2018,$626.85,$626.85,$626.85,$0.00,22.7,9,$69.65,$0.00
,06/20/2018,"$2,059.84","$2,059.84","$2,059.84",$0.00,14.5,28,$73.57,$0.00
,06/21/2018,"$1,630.04","$1,630.04","$1,630.04",$0.00,16.5,26,$62.69,$0.00
,06/22/2018,"$3,355.65","$3,355.65","$3,355.65",$0.00,18.2,45,$74.57,$0.00
,06/23/2018,"$2,606.96","$2,606.96","$2,606.96",$0.00,14.6,34,$76.68,$0.00
,06/24/2018,"$1,561.32","$1,561.32","$1,561.32",$0.00,18.1,26,$60.05,$0.00
,06/25/2018,"$2,681.50","$2,681.50","$2,681.50",$0.00,16.6,37,$72.47,$0.00
,06/26/2018,"$2,003.30","$2,003.30","$2,003.30",$0.00,14.2,35,$57.24,$0.00
,06/27/2018,"$2,514.46","$2,514.46","$2,514.46",$0.00,18.3,34,$73.95,$0.00
,06/28/2018,"$1,898.02","$1,898.02","$1,898.02",$0.00,15.3,38,$49.95,$0.00
,06/29/2018,"$1,196.40","$1,196.40","$1,196.40",$0.00,18.3,25,$47.86,$0.00
,06/30/2018,"$3,557.51","$3,557.51","$3,557.51",$0.00,18.4,60,$59.29,$0.00
,07/01/2018,"$1,458.63","$1,458.63","$1,458.63",$0.00,16.6,24,$60.78,$0.00
,07/02/2018,"$2,000.41","$2,000.41","$2,000.41",$0.00,11.9,35,$57.15,$0.00
,07/03/2018,"$2,395.98","$2,395.98","$2,395.98",$0.00,18.1,35,$68.46,$0.00
,07/04/2018,$80.97,$80.97,$80.97,$0.00,6.5,2,$40.48,$0.00
,07/05/2018,"$1,673.72","$1,673.72","$1,673.72",$0.00,12.3,31,$53.99,$0.00
,07/06/2018,"$2,385.29","$2,385.29","$2,385.29",$0.00,16.0,36,$66.26,$0.00
,07/07/2018,"$2,687.99","$2,687.99","$2,687.99",$0.00,16.4,39,$68.92,$0.00
,07/08/2018,"$1,213.14","$1,213.14","$1,213.14",$0.00,14.7,17,$71.36,$0.00
,07/09/2018,"$1,218.96","$1,218.96","$1,218.96",$0.00,16.0,15,$81.26,$0.00
,07/10/2018,"$1,281.50","$1,281.50","$1,281.50",$0.00,15.1,15,$85.43,$0.00
,07/11/2018,"$1,524.16","$1,524.16","$1,524.16",$0.00,17.4,24,$63.51,$0.00
,07/12/2018,"$2,465.25","$2,465.25","$2,465.25",$0.00,13.5,31,$79.52,$0.00
,07/13/2018,"$2,241.95","$2,241.95","$2,241.95",$0.00,15.8,35,$64.06,$0.00
,07/14/2018,"$3,656.64","$3,656.64","$3,656.64",$0.00,16.3,54,$67.72,$0.00
,07/15/2018,"$1,383.10","$1,383.10","$1,383.10",$0.00,14.5,21,$65.86,$0.00
,07/16/2018,"$2,116.40","$2,116.40","$2,116.40",$0.00,13.9,40,$52.91,$0.00
,07/17/2018,"$1,654.12","$1,654.12","$1,654.12",$0.00,15.8,26,$63.62,$0.00
,07/18/2018,"$2,012.78","$2,012.78","$2,012.78",$0.00,14.0,30,$67.09,$0.00
,07/19/2018,"$1,712.74","$1,712.74","$1,712.74",$0.00,15.9,26,$65.87,$0.00
,07/20/2018,"$2,694.07","$2,694.07","$2,694.07",$0.00,16.3,37,$72.81,$0.00
,07/21/2018,"$2,904.92","$2,904.92","$2,904.92",$0.00,19.8,44,$66.02,$0.00
,07/22/2018,"$1,856.95","$1,856.95","$1,856.95",$0.00,15.1,29,$64.03,$0.00
,07/23/2018,"$1,923.23","$1,923.23","$1,923.23",$0.00,13.3,32,$60.10,$0.00
,07/24/2018,"$1,746.27","$1,746.27","$1,746.27",$0.00,14.6,27,$64.68,$0.00
,07/25/2018,"$3,289.68","$3,289.68","$3,289.68",$0.00,17.4,43,$76.50,$0.00
,07/26/2018,"$2,247.72","$2,247.72","$2,247.72",$0.00,17.4,30,$74.92,$0.00
,07/27/2018,"$3,345.13","$3,345.13","$3,345.13",$0.00,21.6,44,$76.03,$0.00
,07/28/2018,"$3,028.90","$3,028.90","$3,028.90",$0.00,16.9,49,$61.81,$0.00
,07/29/2018,"$1,370.10","$1,370.10","$1,370.10",$0.00,15.1,26,$52.70,$0.00
,07/30/2018,"$1,892.36","$1,892.36","$1,892.36",$0.00,15.1,29,$65.25,$0.00
,07/31/2018,"$1,248.51","$1,248.51","$1,248.51",$0.00,16.5,24,$52.02,$0.00
,08/01/2018,"$2,037.03","$2,037.03","$2,037.03",$0.00,13.8,22,$92.59,$0.00
,08/02/2018,"$2,314.68","$2,314.68","$2,314.68",$0.00,17.7,34,$68.08,$0.00
,08/03/2018,"$2,720.23","$2,720.23","$2,720.23",$0.00,15.7,37,$73.52,$0.00
,08/04/2018,"$2,680.19","$2,680.19","$2,680.19",$0.00,15.3,45,$59.56,$0.00
,08/05/2018,"$1,380.65","$1,380.65","$1,380.65",$0.00,13.5,19,$72.67,$0.00
,08/06/2018,"$1,798.72","$1,798.72","$1,798.72",$0.00,17.7,28,$64.24,$0.00
,08/07/2018,"$1,917.39","$1,917.39","$1,917.39",$0.00,17.6,25,$76.70,$0.00
,08/08/2018,"$1,903.29","$1,903.29","$1,903.29",$0.00,16.4,19,$100.17,$0.00
,08/09/2018,"$1,632.55","$1,632.55","$1,632.55",$0.00,15.6,18,$90.70,$0.00
,08/10/2018,"$1,671.86","$1,671.86","$1,671.86",$0.00,15.2,24,$69.66,$0.00
,08/11/2018,"$2,613.93","$2,613.93","$2,613.93",$0.00,18.2,35,$74.68,$0.00
,08/12/2018,"$1,165.10","$1,165.10","$1,165.10",$0.00,14.8,23,$50.66,$0.00
,08/13/2018,"$1,702.61","$1,702.61","$1,702.61",$0.00,15.3,31,$54.92,$0.00
,08/14/2018,"$1,247.65","$1,247.65","$1,247.65",$0.00,17.8,22,$56.71,$0.00
,08/15/2018,"$1,367.80","$1,367.80","$1,367.80",$0.00,15.5,24,$56.99,$0.00
,08/16/2018,"$1,914.08","$1,914.08","$1,914.08",$0.00,17.4,35,$54.69,$0.00
,08/17/2018,"$3,148.83","$3,148.83","$3,148.83",$0.00,17.3,45,$69.97,$0.00
,08/18/2018,"$3,199.78","$3,199.78","$3,199.78",$0.00,15.5,54,$59.26,$0.00
,08/19/2018,"$1,106.72","$1,106.72","$1,106.72",$0.00,16.0,23,$48.12,$0.00
,08/20/2018,"$2,641.74","$2,641.74","$2,641.74",$0.00,15.6,39,$67.74,$0.00
,08/21/2018,"$1,497.46","$1,497.46","$1,497.46",$0.00,14.7,26,$57.59,$0.00
,08/22/2018,"$1,392.75","$1,392.75","$1,392.75",$0.00,13.7,22,$63.31,$0.00
,08/23/2018,"$2,326.31","$2,326.31","$2,326.31",$0.00,16.4,35,$66.47,$0.00
,08/24/2018,"$2,187.60","$2,187.60","$2,187.60",$0.00,15.5,41,$53.36,$0.00
,08/25/2018,"$3,652.73","$3,652.73","$3,652.73",$0.00,18.6,53,$68.92,$0.00
,08/26/2018,"$1,905.98","$1,905.98","$1,905.98",$0.00,19.6,28,$68.07,$0.00
,08/27/2018,"$1,720.67","$1,720.67","$1,720.67",$0.00,16.8,28,$61.45,$0.00
,08/28/2018,"$1,312.09","$1,312.09","$1,312.09",$0.00,15.1,21,$62.48,$0.00
,08/29/2018,"$1,033.15","$1,033.15","$1,033.15",$0.00,11.3,18,$57.40,$0.00
,08/30/2018,"$1,671.35","$1,671.35","$1,671.35",$0.00,16.6,22,$75.97,$0.00
,08/31/2018,"$2,947.91","$2,947.91","$2,947.91",$0.00,17.2,46,$64.08,$0.00
,09/01/2018,"$3,470.65","$3,470.65","$3,470.65",$0.00,15.2,52,$66.74,$0.00
,09/02/2018,$378.84,$378.84,$378.84,$0.00,11.6,8,$47.35,$0.00
,09/03/2018,$81.95,$81.95,$81.95,$0.00,13.0,1,$81.95,$0.00
,09/04/2018,"$1,325.45","$1,325.45","$1,325.45",$0.00,16.9,27,$49.09,$0.00
,09/05/2018,"$1,560.99","$1,560.99","$1,560.99",$0.00,15.4,23,$67.87,$0.00
,09/06/2018,"$1,569.54","$1,569.54","$1,569.54",$0.00,15.8,13,$120.73,$0.00
,09/07/2018,"$1,768.50","$1,768.50","$1,768.50",$0.00,15.4,20,$88.42,$0.00
,09/08/2018,"$2,773.62","$2,773.62","$2,773.62",$0.00,18.4,29,$95.64,$0.00
,09/09/2018,$574.32,$574.32,$574.32,$0.00,14.0,10,$57.43,$0.00
,09/10/2018,"$1,259.38","$1,259.38","$1,259.38",$0.00,12.6,29,$43.43,$0.00
,09/11/2018,$843.52,$843.52,$843.52,$0.00,15.1,15,$56.23,$0.00
,09/12/2018,"$1,204.75","$1,204.75","$1,204.75",$0.00,17.8,20,$60.24,$0.00
,09/13/2018,$917.46,$917.46,$917.46,$0.00,15.0,12,$76.45,$0.00
,09/14/2018,$456.04,$456.04,$456.04,$0.00,10.0,9,$50.67,$0.00
,09/15/2018,"$3,099.68","$3,099.68","$3,099.68",$0.00,16.5,46,$67.38,$0.00
,09/16/2018,"$1,292.14","$1,292.14","$1,292.14",$0.00,17.8,23,$56.18,$0.00
,09/17/2018,"$1,653.86","$1,653.86","$1,653.86",$0.00,13.7,28,$59.07,$0.00
,09/18/2018,"$1,393.10","$1,393.10","$1,393.10",$0.00,15.1,26,$53.58,$0.00
,09/19/2018,"$1,915.07","$1,915.07","$1,915.07",$0.00,19.3,22,$87.05,$0.00
,09/20/2018,"$1,005.59","$1,005.59","$1,005.59",$0.00,15.1,18,$55.87,$0.00
,09/21/2018,"$2,635.36","$2,635.36","$2,635.36",$0.00,18.4,28,$94.12,$0.00
,09/22/2018,"$2,607.93","$2,607.93","$2,607.93",$0.00,18.8,39,$66.87,$0.00
,09/23/2018,"$1,903.91","$1,903.91","$1,903.91",$0.00,16.8,28,$68.00,$0.00
,09/24/2018,"$1,653.84","$1,653.84","$1,653.84",$0.00,15.3,26,$63.61,$0.00
,09/25/2018,"$1,275.55","$1,275.55","$1,275.55",$0.00,13.0,22,$57.98,$0.00
,09/26/2018,"$1,001.28","$1,001.28","$1,001.28",$0.00,18.3,21,$47.68,$0.00
,09/27/2018,"$1,500.67","$1,500.67","$1,500.67",$0.00,16.2,28,$53.60,$0.00
,09/28/2018,"$2,207.47","$2,207.47","$2,207.47",$0.00,15.9,35,$63.07,$0.00
,09/29/2018,"$2,727.66","$2,727.66","$2,727.66",$0.00,15.0,43,$63.43,$0.00
,09/30/2018,$926.56,$926.56,$926.56,$0.00,15.3,17,$54.50,$0.00
,10/01/2018,"$1,227.19","$1,227.19","$1,227.19",$0.00,14.3,19,$64.59,$0.00
,10/02/2018,"$1,111.22","$1,111.22","$1,111.22",$0.00,18.8,23,$48.31,$0.00
